# ----------------------------------------
# Páginas y pantallas: Ruta de página y clase de pantalla
# Cuenta: Vulcano S.A.
# Propiedad: B2C ARG
# ----------------------------------------
# 
# Todos los usuarios
# Fecha de inicio: 20250601
# Fecha de finalización: 20250630
Título de página y clase de pantalla,Porcentaje de rebote,Vistas,Eventos clave,Total de usuarios,Usuarios recurrentes,Usuarios nuevos,Usuarios activos,Vistas por usuario activo,Tiempo de interacción medio por usuario activo,Número de eventos
Leaf extractor bag large ø32 - Vulcano SA,0.5,0,0,1,1,0,1,0,146,2
Led RGB archivos - Vulcano SA,0,6,0,1,0,1,1,6,81,10
Lente estriado - Vulcano SA,0,4,0,4,2,1,4,1,11,10
Lente policarbonato - Vulcano SA,0,2,0,2,2,0,2,1,23.5,5
Lente rugoso - Vulcano SA,0,2,0,2,2,0,2,1,46,6
Limpiafondo 8 ruedas fijas - Vulcano SA,0.06779661016949153,62,0,40,30,0,40,1.55,44.5,151
Limpiafondo 8 ruedas giratorias - Vulcano SA,0,22,0,19,12,3,19,1.1578947368421053,28.526315789473685,59
Limpiafondo de aluminio 48 cm - Vulcano SA,0,29,0,23,14,4,23,1.2608695652173914,33.65217391304348,75
Limpiafondo medialuna liviano - Vulcano SA,0.041666666666666664,26,0,23,14,4,23,1.1304347826086956,54.82608695652174,66
Limpiafondo medialuna pesado - Vulcano SA,0.030303030303030304,35,0,25,20,1,25,1.4,37.68,98
Limpiafondo ovalado - Vulcano SA,0.07142857142857142,15,0,8,7,0,8,1.875,39.125,39
Limpiafondo rectangular con cepillos - Vulcano SA,0.05555555555555555,44,0,32,19,8,32,1.375,53.09375,127
Limpiafondo triangular - Vulcano SA,0.02702702702702703,38,0,31,23,3,31,1.2258064516129032,27.93548387096774,92
Limpiafondos Venturi - Vulcano SA,0.09375,33,0,26,13,6,26,1.2692307692307692,28.423076923076923,91
Limpiafondos aluminio 83 cm - Vulcano SA,0,19,0,17,9,2,17,1.1176470588235294,42.23529411764706,42
Limpiafondos archivos - Vulcano SA,0.03289473684210526,189,0,108,59,3,108,1.75,34.148148148148145,489
Limpiafondos de aluminio 35 cm - Vulcano SA,0.058823529411764705,31,0,29,19,4,29,1.0689655172413792,23.17241379310345,92
Llave de paso para ducha - Vulcano SA,0.034482758620689655,29,0,27,3,26,27,1.0740740740740742,12.407407407407407,118
Llave de purga - Vulcano SA,0,2,0,2,1,1,2,1,8.5,7
Llave interruptora p/carros (sin cable) - Vulcano SA,0,2,0,2,2,0,2,1,14,6
Luminaria orientable PAR56 120W - Hormigón - Vulcano SA,0,1,0,1,1,0,1,1,15,3
Luminaria orientable PAR56 300W - Hormigón - Vulcano SA,0,7,0,7,3,0,7,1,11.857142857142858,15
Luminaria para embutir BiPin 100W (LE) - Vulcano SA,0,8,0,7,2,5,7,1.1428571428571428,19,29
Luminaria spot blanco LED B-12 FV - Vulcano SA,0,4,0,4,0,4,4,1,10,16
Luminaria spot blanco LED B-12 Hormigón - Vulcano SA,0,7,0,4,3,1,4,1.75,28,16
Luminaria spot blanco LED RGB-12 FV - Vulcano SA,0,3,0,3,2,0,3,1,18.333333333333332,7
Luminaria spot cromado LED B-12 FV - Vulcano SA,0,2,0,2,2,0,2,1,14.5,4
Luminaria spot cromado LED B-12 Hormigón - Vulcano SA,0,1,0,1,0,0,1,1,11,2
Luminaria spot cromado LED RGB-12 FV - Vulcano SA,0,4,0,4,2,0,4,1,23.75,8
Luminaria spot cromado LED RGB-12 Hormigón - Vulcano SA,0,1,0,1,0,1,1,1,26,4
Luminarias LED archivos - Vulcano SA,0,85,0,59,15,44,59,1.4406779661016949,15.305084745762711,288
Luminarias halógenas archivos - Página 2 de 2 - Vulcano SA,0,2,0,2,1,0,2,1,0.5,4
Luminarias halógenas archivos - Vulcano SA,0.027777777777777776,66,0,32,12,3,32,2.0625,38.0625,147
Lámpara PAR56 300W - 12V - Vulcano SA,0,4,0,3,0,3,3,1.3333333333333333,24.333333333333332,16
Lámpara halógena BiPin 100W - Vulcano SA,0,1,0,1,1,0,1,1,5,2
Línea BAC - Vulcano SA,0,4,0,4,0,0,4,1,11.75,8
Línea BAC archivos - Vulcano SA | Chile,0,3,0,2,2,0,2,1.5,11,7
Línea BAE archivos - Vulcano SA,0,12,0,10,3,0,10,1.2,18,25
Línea BAE archivos - Vulcano SA | Chile,0,9,0,3,2,0,3,3,20.666666666666668,18
Línea BAF archivos - Vulcano SA,0,1,0,1,0,0,1,1,4,2
Línea BAP archivos - Vulcano SA,0,12,0,6,0,0,6,2,21.166666666666668,20
Línea BAP archivos - Vulcano SA | Chile,0,5,0,2,2,0,2,2.5,20,10
Línea BAS archivos - Vulcano SA | Chile,0,3,0,2,2,0,2,1.5,7.5,7
Línea BAT archivos - Vulcano SA,0,1,0,1,1,0,1,1,20,3
Línea BAT archivos - Vulcano SA | Chile,0,6,0,2,2,0,2,3,16.5,12
Línea Magnus archivos - Vulcano SA | Chile,0,11,0,3,3,0,3,3.6666666666666665,16.666666666666668,22
Línea RPC archivos - Vulcano SA | Chile,0,3,0,2,1,0,2,1.5,13,6
Línea Winner archivos - Vulcano SA | Chile,0,8,0,4,3,0,4,2,29.25,16
Malla atrapahojas - Vulcano SA,0,1,0,1,1,0,1,1,53,3
"Mango fijo - Estriado (ø19 mm x 1,5 m) - Vulcano SA",0.058823529411764705,15,0,12,9,2,12,1.25,22.083333333333332,40
"Mango fijo - Estriado (ø32 mm x 5,80 m) - Vulcano SA",0,3,0,3,2,0,3,1,2,5
"Mango fijo - Liso (ø19 mm x 1,5 m) - Vulcano SA",0,8,0,5,5,0,5,1.6,57,19
Mango fijo - Liso (ø32 mm x 6 m) - Vulcano SA,0.08333333333333333,13,0,11,4,0,11,1.1818181818181819,22.818181818181817,29
"Mango telescópico - Estriado (ø32 m x 4,8 m) - Vulcano SA",0,11,0,10,4,0,10,1.1,28.7,33
"Mango telescópico - Estriado (ø32 mm x 2,4 m) - Vulcano SA",0,15,0,13,6,0,13,1.1538461538461537,24.76923076923077,32
"Mango telescópico - Estriado (ø32 mm x 3,6 m) - Vulcano SA",0.06666666666666667,14,0,12,6,2,12,1.1666666666666667,17.5,35
"Mango telescópico - Liso (ø32 mm x 2,4 m) - Vulcano SA",0,21,0,16,11,1,16,1.3125,56.625,52
"Mango telescópico - Liso (ø32 mm x 3,6 m) - Vulcano SA",0.02631578947368421,36,0,33,22,6,32,1.125,17.875,106
"Mango telescópico - Liso (ø32 mm x 4,8 m) - Vulcano SA",0.05263157894736842,22,0,16,11,1,16,1.375,28.75,57
Mango telescópico liso ø32 x 60 - Vulcano SA,0,7,0,5,3,1,5,1.4,158.4,17
Mangoes Archives - Vulcano SA,0,0,0,1,0,0,1,0,12,4
Mangos archivos - Vulcano SA,0.07692307692307693,70,0,42,25,2,42,1.6666666666666667,97.28571428571429,179
Manguera de descarga x 3 m - Vulcano SA,0,5,0,3,3,0,3,1.6666666666666667,26.666666666666668,13
"Manguera flotante ø1 1/2"" - Bicolor - Vulcano SA",0.10344827586206896,26,0,21,16,4,20,1.3,25.65,76
"Manguera flotante ø1 1/2"" - Bicolor x 10 m - Vulcano SA",0,17,0,15,6,5,14,1.2142857142857142,18.428571428571427,56
"Manguera flotante ø1 1/2"" - Bicolor x 12 m - Vulcano SA",0,12,0,7,7,0,7,1.7142857142857142,25.285714285714285,27
"Manguera flotante ø1 1/2"" - Bicolor x 8 m - Vulcano SA",0,9,0,6,4,0,6,1.5,25.333333333333332,25
"Manguera flotante ø1 1/2"" - Cristal - Vulcano SA",0,1,0,1,0,0,1,1,10,2
"Manguera flotante ø1 1/2"" con terminales - Cristal x 10 m - Vulcano SA",0.1,11,0,6,6,0,6,1.8333333333333333,8.5,25
"Manguera flotante ø1 1/2"" con terminales - Cristal x 12 m - Vulcano SA",0,6,0,4,4,0,4,1.5,8.75,14
"Manguera flotante ø1 1/2"" con terminales - Cristal x 8 m - Vulcano SA",0,9,0,5,4,1,5,1.8,98.2,21
"Manguera flotante ø1 1/4"" - Bicolor - Vulcano SA",0,4,0,4,3,0,4,1,33.25,10
"Manguera flotante ø1 1/4"" - Bicolor x 10 m - Vulcano SA",0,8,0,6,2,0,6,1.3333333333333333,25.333333333333332,20
"Manguera flotante ø1 1/4"" - Bicolor x 12 m - Vulcano SA",0,2,0,2,1,0,2,1,29.5,5
"Manguera flotante ø1 1/4"" - Bicolor x 6 m - Vulcano SA",0,4,0,4,3,0,4,1,31,10
"Manguera flotante ø1 1/4"" - Bicolor x 8 m - Vulcano SA",0,3,0,3,2,0,3,1,13.666666666666666,7
"Manguera flotante ø1 1/4"" - Cristal - Vulcano SA",0,2,0,2,1,1,2,1,2.5,5
"Manguera flotante ø1"" - Bicolor - Vulcano SA",0.1111111111111111,7,0,7,7,0,7,1,9.142857142857142,20
"Manguera flotante ø2"" - Bicolor - Vulcano SA",0,8,0,7,5,2,7,1.1428571428571428,19,21
Manguera plana de PVC - ø38 mm x 15 m - Vulcano SA,0,3,0,2,2,0,2,1.5,7,6
Manguera plana de PVC - ø38 mm x 30 m - Vulcano SA,0.1,9,0,8,4,2,7,1.2857142857142858,19,31
"Manguera plana de PVC - ø38 mm x 7,5 m - Vulcano SA",0,6,0,4,2,0,4,1.5,15,13
"Manguera ø3/8"" x 3 m - Vulcano SA",0,5,0,4,4,0,4,1.25,15.5,10
Mangueras - Vulcano SA,0.03389830508474576,144,0,47,26,10,47,3.0638297872340425,157.46808510638297,275
Mangueras- Página 2 de 3 - Vulcano SA,0,1,0,1,1,0,1,1,7,2
Mangueras- Página 3 de 3 - Vulcano SA,0,1,0,1,0,0,1,1,11,2
"Manguito PN16 ø50 mm - RM 1 1/4"" (para pegar y roscar) - Vulcano SA",0,3,0,3,3,0,3,1,17.333333333333332,10
Manguito con clip - Vulcano SA,0,4,0,4,3,1,4,1,13.5,10
Manguitos archivos - Vulcano SA,0,8,0,8,5,0,8,1,13.125,19
Manija para tapa visora BAS - Vulcano SA,0,7,0,6,6,0,6,1.1666666666666667,46,22
Manija selectora 2 vías - Vulcano SA,0,3,0,3,2,1,3,1,159.33333333333334,13
Manija selectora 3 vías / 6 vías - Vulcano SA,0,8,0,6,5,1,6,1.3333333333333333,18.166666666666668,26
Manija selectora multiválvula 6 vías - Vulcano SA,0,2,0,2,1,1,2,1,3,5
Manija tapa visora BAC / BAP - Vulcano SA,0,14,0,11,7,0,11,1.2727272727272727,17,45
"Manometro filtros piscina - Rosca 1/4"" lateral - Vulcano SA",0,20,0,16,9,3,16,1.25,51.3125,52
Mantenimiento y limpieza - Página 2 de 9 - Vulcano SA,0,20,0,3,2,0,3,6.666666666666667,104,31
Mantenimiento y limpieza - Página 4 de 9 - Vulcano SA,0,10,0,3,1,0,3,3.3333333333333335,83,14
Mantenimiento y limpieza - Página 5 de 9 - Vulcano SA,0,2,0,1,0,0,1,2,2,3
Mantenimiento y limpieza - Página 6 de 9 - Vulcano SA,0,4,0,1,0,0,1,4,38,5
Mantenimiento y limpieza - Página 7 de 9 - Vulcano SA,0,2,0,1,0,0,1,2,13,3
Mantenimiento y limpieza - Página 8 de 9 - Vulcano SA,0,3,0,1,1,0,1,3,36,5
Mantenimiento y limpieza - Vulcano SA,0.025,141,0,38,14,1,38,3.710526315789474,71,234
Marco 20 cm con regulador de caudal - Vulcano SA,0.07692307692307693,12,0,10,10,0,10,1.2,25.5,44
Marco 38 cm con regulador de caudal - Vulcano SA,0.07692307692307693,13,0,6,5,0,5,2.6,106.4,38
Marco vista skimmer boca ancha - hormigón - Vulcano SA,0.3333333333333333,2,0,2,2,0,2,1,1,5
Mariposa de ajuste - Vulcano SA,0,1,0,1,1,0,1,1,87,5
Mecanismo flotante - Vulcano SA,0,4,0,3,3,0,3,1.3333333333333333,20,10
Motor BAC 1.50HP - Monofásico - Vulcano SA,0,4,0,2,2,0,2,2,27.5,8
Motor BAC 2.00HP (MI) - Trifásico - Vulcano SA,0,2,0,2,2,0,2,1,46,6
Motor BAC 2.00HP - Monofásico - Vulcano SA,0,2,0,2,2,0,2,1,24.5,7
Motor BAC 3.00HP (MI) - Trifásico - Vulcano SA,0,3,0,3,2,0,3,1,8,9
Motor BAD 0.50HP - Monofásico - Vulcano SA,0,3,0,2,2,0,2,1.5,16,9
Motor BAD 0.50HP 2-S - Monofásico - Vulcano SA,0,2,0,2,2,0,2,1,14.5,6
Motor BAD 0.75HP - Monofásico - Vulcano SA,0,2,0,2,1,1,2,1,8,8
Motor BAD 0.75HP 2-S - Monofásico - Vulcano SA,0,1,0,1,1,0,1,1,6,4
Motor BAD 1.00HP - Monofásico - Vulcano SA,0,1,0,1,1,0,1,1,18,3
Motor BAD 1.25HP - Monofásico - Vulcano SA,0,1,0,1,0,1,1,1,2,4
Motor BAD 1.25HP 2-S - Monofásico - Vulcano SA,0,3,0,3,2,0,3,1,9,8
Motor BAE / BAP 1.00HP (MI) - Trifásico - Vulcano SA,0,1,0,1,1,0,1,1,11,3
Motor BAE / BAT / BAP 1.00HP - Monofásico - Vulcano SA,0,8,0,7,4,0,7,1.1428571428571428,29.142857142857142,19
Motor BAE / BAT / BAP 1.25HP - Monofásico - Vulcano SA,0,3,0,3,2,0,3,1,87.33333333333333,9
Motor BAE/BAT/BAP 0.50HP - Monofásico - Vulcano SA,0,7,0,4,3,0,4,1.75,19.75,23
Motor BAE/BAT/BAP 0.75HP - Monofásico - Vulcano SA,0.07142857142857142,14,0,12,6,0,12,1.1666666666666667,23.916666666666668,37
Motor BAE/BAT/BAP 1.00HP - Trifásico - Vulcano SA,0,6,0,4,2,1,4,1.5,24.75,18
Motor BAP (AL) 0.33HP - Monofásico - Vulcano SA,0,2,0,2,2,0,2,1,14.5,6
Motor BAP (AL) 0.50HP - Monofásico - Vulcano SA,0.2,4,0,4,3,0,4,1,15,14
Motor BAS 0.33HP - Monofásico - Vulcano SA,0,6,0,5,3,1,5,1.2,36,17
Motor BAS 0.50HP - Monofásico - Vulcano SA,0,4,0,4,3,0,4,1,21.25,11
Motor centrífuga 0.50HP - Monofásico - Vulcano SA,0,2,0,2,1,0,2,1,24.5,6
"Multiválvula 3 vías 1 1/2"" (para roscar) - Vulcano SA",0.047619047619047616,22,0,17,7,3,17,1.2941176470588236,62.1764705882353,55
Multiválvula 3 vías ø50 (para pegar) - Vulcano SA,0.038461538461538464,33,0,21,9,3,20,1.65,64.85,84
"Multiválvula 6 vías - 1 ½"" - Vulcano SA",0.05,23,0,15,12,1,15,1.5333333333333334,30.2,64
"Multiválvula 6 vías - 1 ½"" c/buje - Vulcano SA",0,3,0,3,3,0,3,1,24.666666666666668,9
"Multiválvula 6 vías - 1 ½"" s/buje - Vulcano SA",0.3333333333333333,2,0,2,2,0,2,1,15.5,9
"Multiválvula 6 vías - 2"" Lateral - Vulcano SA",0,8,0,6,3,1,6,1.3333333333333333,36.166666666666664,23
"Multiválvula 6 vías - 2"" TOP - Vulcano SA",0,5,0,3,3,0,3,1.6666666666666667,35.666666666666664,15
"Multiválvula 6 vías - 2"" s/buje - Vulcano SA",0,9,0,7,5,0,7,1.2857142857142858,12,19
"Multiválvula 6 vías MOD.2020 - 1 ½"" - Vulcano SA",0,16,0,15,11,2,14,1.1428571428571428,26.928571428571427,49
"Multiválvula 6 vías MOD.2020 - 1 ½"" c/buje - Vulcano SA",0.02702702702702703,40,0,34,19,3,33,1.2121212121212122,47.42424242424242,106
"Multiválvula selectora 2 vías 1 1/2"" (para roscar) - Vulcano SA",0.05263157894736842,17,0,13,9,0,13,1.3076923076923077,33.38461538461539,46
Multiválvula selectora 2 vías ø50 (para pegar) - Vulcano SA,0.14285714285714285,6,0,6,3,0,6,1,23.5,16
Multiválvulas 2 y 3 vías archivos - Vulcano SA,0,82,0,54,29,12,54,1.5185185185185186,29.22222222222222,215
Módulo de extensão do skimmer - Vulcano SA,0,0,0,1,0,0,1,0,18,2
Módulo extensor para boca skimmer - Vulcano SA,0,5,0,5,3,1,5,1,12.2,12
Módulo extensor para cuello - Vulcano SA,0.2857142857142857,5,0,5,4,0,5,1,21.6,16
O'Ring - Vulcano SA,0,20,0,18,5,9,18,1.1111111111111112,22.77777777777778,69
"O'Ring 1 1/2"" - Vulcano SA",0,3,0,3,2,1,3,1,9,12
O'Ring p/ unión - Vulcano SA,0,3,0,3,2,0,3,1,34.333333333333336,9
O'Ring p/tapa dosificador - Vulcano SA,0,7,0,6,0,3,6,1.1666666666666667,22,24
O'Ring para aspiración multiválvula 3 vías - Vulcano SA,0,3,0,2,2,0,2,1.5,4.5,7
O'Ring para buje - Vulcano SA,0.125,7,0,6,5,1,6,1.1666666666666667,47.166666666666664,20
O'Ring para buje multiválvula 2 vías - Vulcano SA,0,3,0,3,2,0,3,1,155,9
O'Ring para caja de conexiones - Vulcano SA,0,2,0,2,1,1,2,1,33.5,7
O'Ring para cuerpo BAS 0.33HP / BAS 0.50HP / BAD 0.50/0.75/1.00HP / ECM 0.50HP - Vulcano SA,0,4,0,4,3,0,4,1,6.5,13
O'Ring para cuerpo ECM 0.75 / 1.00HP - Vulcano SA,0,2,0,2,0,0,2,1,22.5,6
O'Ring para cuerpo intermedio - Vulcano SA,0,8,0,8,3,2,8,1,10.875,22
O'Ring para cuerpo intermedio - Vulcano SA | Chile,0,1,0,1,0,0,1,1,10,2
O'Ring para perilla dosificador - Vulcano SA,0,1,0,1,0,1,1,1,0,3
O'Ring para retén rotor - Vulcano SA,0,3,0,3,2,1,3,1,11,10
O'Ring para tapa multiválvula 3 vías - Vulcano SA,0,3,0,2,1,1,2,1.5,3,8
O'Ring para tapa multiválvula 6 vías - Vulcano SA,0.2,4,0,4,4,0,4,1,31.25,14
O'Ring para tapa visora BAC / BAP - Vulcano SA,0,6,0,6,3,0,6,1,19.666666666666668,16
O'Ring para tapón de drenaje - Vulcano SA,0,2,0,2,2,0,2,1,30,7
O'Ring para tapón drenaje - Vulcano SA,0,7,0,7,2,3,7,1,6.428571428571429,23
O'Ring para uniones doble - Vulcano SA,0,1,0,1,0,1,1,1,25,4
O'Ring para unión doble - Vulcano SA,0,2,0,2,0,2,2,1,21.5,9
O'Ring para unión doble ø50 - Vulcano SA,0,4,0,4,3,1,4,1,14.25,13
O'Ring para unión doble ø63 - Vulcano SA,0,1,0,1,1,0,1,1,472,4
O'Ring para válvula automática - Vulcano SA,0.16666666666666666,6,0,5,3,3,5,1.2,19,20
O'Ring para vástago multiválvula 2 vías - Vulcano SA,0,5,0,3,1,2,3,1.6666666666666667,53.333333333333336,13
O'Ring retén para rotor mv 6 vías - Vulcano SA,0.1111111111111111,7,0,4,4,1,4,1.75,13.75,24
O'ring p/ lámpara PAR56 - Vulcano SA,0,1,0,1,1,0,1,1,32,3
O’Ring tapa visora - Vulcano SA,0,1,0,1,1,0,1,1,717,4
"PH Mas (+) en polvo (2,5 kg) - Vulcano SA",0,5,0,5,4,0,5,1,24.6,12
PH Mas (+) en polvo (7 kg) - Vulcano SA,0,5,0,5,0,3,5,1,15.2,15
PH Menos (-) en polvo (3 kg) - Vulcano SA,0,1,0,1,1,0,1,1,60,3
PH Menos (-) en polvo (7 kg) - Vulcano SA,0,2,0,1,1,0,1,2,20,7
POOL-INVERTER 25 热泵 - Vulcano SA,0,0,0,1,1,0,1,0,21,2
Page not found - Vulcano SA,0,0,0,2,0,0,2,0,15.5,4
Pasamanos AISI archivos - Vulcano SA,0.04918032786885246,67,0,46,26,13,46,1.4565217391304348,69.6086956521739,193
Pasamanos corto para 2 escalones - Vulcano SA,0.05263157894736842,40,0,28,15,6,27,1.4814814814814814,84.96296296296296,107
"Pasamanos corto para vereda ø38,1 mm - Vulcano SA",0.03333333333333333,34,0,24,19,3,24,1.4166666666666667,27.875,75
Pasamanos largo para 4 escalones - Vulcano SA,0.06976744186046512,42,0,32,22,4,32,1.3125,61.0625,108
"Pasamanos largo para vereda ø38,1 mm - Vulcano SA",0.1,54,0,38,24,8,38,1.4210526315789473,48.39473684210526,142
"Pasamanos largo para vereda ø44,5 mm - Vulcano SA",0.11764705882352941,17,0,12,9,0,12,1.4166666666666667,31.166666666666668,43
Pasamuro FV luminarias halógenas - Vulcano SA,0,5,0,5,4,0,5,1,21.4,18
Pasamuro hormigón luminarias halógenas - Vulcano SA,0,7,0,5,3,0,5,1.4,48.2,22
"Pasamuro para caño ¾"" (piscina de hormigón) - Vulcano SA",0.2,8,0,8,5,4,8,1,21,31
Pasamuro para luminaria LED (piscina de fibra de vidrio) - Vulcano SA,0,8,0,5,3,0,5,1.6,18.8,18
Pasamuro para luminaria LED (piscina de hormigón) - Vulcano SA,0,15,0,12,7,3,12,1.25,45.083333333333336,52
Pasamuro para luminaria PowerLED (piscina de fibra de vidrio) - Vulcano SA,0,24,0,14,9,6,14,1.7142857142857142,32.642857142857146,71
"Pasamuro paracaño ¾"" (piscina de fibra de vidrio) - Vulcano SA",0.18181818181818182,10,0,8,8,0,8,1.25,22.25,27
Peldaños AISI - Vulcano SA,0,2,0,2,2,0,2,1,19,6
Peldaños plásticos - Vulcano SA,0,6,0,6,2,3,6,1,30.666666666666668,23
Perilla Clamp p/sist. Tool-Free - Vulcano SA,0,1,0,1,1,0,1,1,6,2
Perilla blanca para regulador - Vulcano SA,0,2,0,2,1,0,2,1,19,6
Perilla con vástago - Vulcano SA,0,1,0,1,1,0,1,1,33,3
Perilla cromada para regulador - Vulcano SA,0,1,0,1,0,1,1,1,23,5
Perilla interruptor automático - Zuipy - Vulcano SA,0,2,0,2,2,0,2,1,31.5,5
Perno - Vulcano SA,0,4,0,3,2,1,3,1.3333333333333333,35.333333333333336,13
Perno AISI manija selectora - Vulcano SA,0,6,0,5,4,0,5,1.2,31.2,16
Perno Clamp p/sist. Tool-Free - Vulcano SA,0,2,0,2,1,1,2,1,12.5,6
Perno de horqueta - Vulcano SA,0.14285714285714285,7,0,5,4,0,5,1.4,81,26
Perno horquilla - Vulcano SA,0,3,0,2,2,0,2,1.5,7,6
Perno manguito AISI - Vulcano SA,0,6,0,4,2,0,4,1.5,56,19
Pico difusor VC-250 - Vulcano SA,0,2,0,2,2,0,2,1,30,5
Pico esférico blanco para hidrojet - Vulcano SA,0.16666666666666666,4,0,4,4,0,4,1,31.25,10
Pico esférico blanco ø19 - Vulcano SA,0,3,0,3,3,0,3,1,28,10
Picos difusores VC-100 - Vulcano SA,0,2,0,2,1,0,2,1,15.5,7
Picos difusores VC-20 - Vulcano SA,0,2,0,2,1,0,2,1,41,7
Picos difusores VC-200 - Vulcano SA,0,2,0,2,2,0,2,1,50,8
Picos difusores VC-30 / VF 2000 - Vulcano SA,0,10,0,8,6,1,8,1.25,14.125,25
Picos difusores VC-50 - Vulcano SA,0,3,0,3,2,0,3,1,3.3333333333333335,7
Pie de apoyo ECM 0.75 / 1.00HP - Vulcano SA,0,2,0,2,1,0,2,1,20.5,6
Pie de apoyo p/motor - Vulcano SA,0,1,0,1,1,0,1,1,23,4
Pie de apoyo para carro porta bomba negro - Vulcano SA,0,2,0,2,1,1,2,1,24.5,5
Pie de apoyo para motor 5L - Vulcano SA,0.5,1,0,1,1,0,1,1,0,3
Piedra fina x 24 kg - Vulcano SA,0,8,0,8,3,3,8,1,20.875,27
Piscinas archivos - Página 2 de 41 - Vulcano SA,0,1,0,1,1,0,1,1,22,2
Piscinas archivos - Vulcano SA,0,46,0,12,8,0,12,3.8333333333333335,65.75,69
Piscinas comerciales archivos - Vulcano SA,0.03076923076923077,152,0,104,64,0,104,1.4615384615384615,15.461538461538462,346
Piscinas comerciales archivos - Vulcano SA | Chile,0,2,0,2,1,0,2,1,4.5,4
Piscinas olímpicas archivos - Vulcano SA,0.03529411764705882,113,0,59,31,0,59,1.9152542372881356,25.949152542372882,276
Piscinas olímpicas archivos - Vulcano SA | Chile,0,7,0,2,2,0,2,3.5,239,13
Piscinas residenciales - Vulcano SA | Chile,0,5,0,3,2,0,3,1.6666666666666667,16.333333333333332,11
Piscinas residenciales archivos - Vulcano SA,0.013651877133105802,363,0,237,116,2,237,1.5316455696202531,17.91983122362869,863
Piscinas residenciales archivos - Vulcano SA | Chile,0,3,0,2,2,0,2,1.5,12,6
Placa LED B-18 c/cable - Vulcano SA,0,6,0,3,3,0,3,2,14.666666666666666,11
Placa de ajuste - Vulcano SA,0,1,0,1,1,0,1,1,13,2
Plantilla antideslizante - Vulcano SA,0,1,0,1,1,0,1,1,20,3
Plataforma FV-180 para trampolín - Vulcano SA,0,7,0,5,3,0,5,1.4,16.6,15
Plataforma FV-250 para trampolín - Vulcano SA,0.15384615384615385,14,0,8,6,1,8,1.75,18.375,32
Políticas de privacidad - Vulcano SA,0,4,0,4,3,0,4,1,38,9
Pool Accessories - Vulcano SA,0,6,0,1,1,0,1,6,80,9
Pool Lighting - Vulcano SA,0,0,0,1,0,0,1,0,14,1
Pool-Inverter 110 Heat Pump - Vulcano SA,0,0,0,2,2,0,2,0,69.5,3
Porta cartucho BAF - Vulcano SA,0,1,0,1,0,0,1,1,10,4
Portalámparas ø50 para luminaria spot - Vulcano SA,0,7,0,4,4,0,4,1.75,26.75,15
Power Supplies Archives - Vulcano SA,0,0,0,1,0,0,1,0,20,1
PowerLED 18W luz blanca 10 m - Vulcano SA,0,4,0,4,3,1,4,1,16.5,11
PowerLED 6W RGB 10 m - Vulcano SA,0,2,0,2,1,0,2,1,2,4
PowerLED 6W RGB 5 m - Vulcano SA,0,4,0,4,2,0,4,1,20.75,11
PowerLED 6W luz blanca 10 m - Vulcano SA,0,3,0,3,2,0,3,1,8.333333333333334,4
PowerLED 9W luz blanca 10 m - Vulcano SA,0,1,0,1,0,0,1,1,24,3
PowerLED 9W luz blanca 5 m - Vulcano SA,0,4,0,4,2,0,4,1,56,9
PowerLED archivos - Página 2 de 2 - Vulcano SA,0,3,0,2,2,0,2,1.5,8,5
PowerLED archivos - Vulcano SA,0.03125,128,0,55,27,4,55,2.327272727272727,47.63636363636363,275
PowerLED 文件 - Vulcano SA,0,1,0,1,0,0,1,1,29,3
"Pre-filtro trampa de pelos ø10"" - Vulcano SA",0,8,0,8,4,2,8,1,13.875,23
"Pre-filtro trampa de pelos ø12"" - Vulcano SA",0.08823529411764706,32,0,24,9,14,23,1.391304347826087,23.82608695652174,115
"Pre-filtro trampa de pelos ø4"" - Vulcano SA",0.125,27,0,22,12,4,21,1.2857142857142858,22.61904761904762,81
"Pre-filtro trampa de pelos ø8"" - Vulcano SA",0.1111111111111111,8,0,6,3,0,4,2,14.5,21
Pre-filtros archivos - Vulcano SA,0.10344827586206896,27,0,22,15,1,22,1.2272727272727273,23.318181818181817,69
Preguntas Frecuentes - Vulcano SA | Chile,0,1,0,1,0,0,1,1,35,2
Preguntas frecuentes ZUIPY - Vulcano SA,0.07142857142857142,27,0,25,16,0,25,1.08,96.72,64
Productos - Vulcano SA,0.009389671361502348,622,0,190,53,89,189,3.291005291005291,41.492063492063494,1167
Productos archivo - Vulcano SA,0,1,0,1,0,1,1,1,0,3
Productos químicos archivos - Página 2 de 3 - Vulcano SA,0,5,0,1,1,0,1,5,39,11
Productos químicos archivos - Página 3 de 3 - Vulcano SA,0,3,0,1,1,0,1,3,16,5
Productos químicos archivos - Vulcano SA,0,54,0,15,9,2,15,3.6,41.93333333333333,100
Productos químicos archivos - Vulcano SA | Chile,0,7,0,2,2,0,2,3.5,34.5,16
Prueba de home.com - Vulcano SA,0,16,0,3,3,0,3,5.333333333333333,67.33333333333333,953
Pulsador neumático blanco - Vulcano SA,0,22,0,19,9,8,18,1.2222222222222223,18.61111111111111,67
Pulsador neumático cromado - Vulcano SA,0,11,0,8,3,1,7,1.5714285714285714,23,26
Pumps - Vulcano SA,0,2,0,1,0,0,1,2,17,3
Puntera peldaño - Vulcano SA,0,7,0,7,6,0,7,1,38.285714285714285,27
